Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,Rating_InternetMovieDatabase,Rating_Metacritic,Error,Rating_RottenTomatoes,Season,Episode,seriesID,totalSeasons
Lee,2023,R,13 Sep 2024,117 min,"Biography, Drama, History",Ellen Kuras,"Liz Hannah, Marion Hume, John Collee","Kate Winslet, Andy Samberg, Alexander Skarsgård","War correspondent Lee Miller travels to the front lines of World War II to embark on a mission to uncover the hidden truths of the Third Reich. But in the wake of betrayal, a reckoning will come over the truths of her own past.","English, French","United Kingdom, United States, Australia, Singapore, Hungary",Nominated for 1 BAFTA Award3 wins & 17 nominations total,https://m.media-amazon.com/images/M/MV5BMDlhMDY0NTAtOTQwZi00ZjIxLTk2ZmYtZjU1Y2FiYWRhZDk3XkEyXkFqcGc@._V1_SX300.jpg,62,6.9,"30,925",tt5112584,movie,N/A,"$2,005,488",N/A,N/A,True,6.9/10,62/100,,68%,,,,
Azrael,2024,R,27 Sep 2024,86 min,"Action, Horror",E.L. Katz,Simon Barrett,"Vic Carmen Sonne, Samara Weaving, Nathan Stewart-Jarrett","In a world where no one speaks, a devout female-led community hunts down a young woman who has escaped imprisonment. Recaptured, Azrael is due to be sacrificed to an ancient evil in the wilderness, but fights for her own survival.","None, Esperanto","United States, Estonia",1 nomination total,https://m.media-amazon.com/images/M/MV5BN2JmOGJiYTEtYjVlOC00YzFkLTliODAtOTI3OGVlNDc2MmZmXkEyXkFqcGc@._V1_SX300.jpg,52,5.4,"11,984",tt22173666,movie,N/A,"$433,861",N/A,N/A,True,5.4/10,52/100,,71%,,,,
Saturday Night,2010,Not Rated,26 Sep 2014,90 min,Documentary,James Franco,N/A,"Doug Abeles, James Anderson, Fred Armisen","With unprecedented access to the behind the scenes process of the writers, actors and producers, Franco and his crew document what it takes to create one full episode of Saturday Night Live.",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BNDBhNGMzZjUtMzMyYS00OGZmLTllNmEtMDZiN2U2NmQxOTIxXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_SX300.jpg,N/A,7.1,508,tt1580427,movie,N/A,N/A,N/A,N/A,True,7.1/10,,,,,,,
Megalopolis,2024,R,27 Sep 2024,138 min,"Drama, Fantasy, Sci-Fi",Francis Ford Coppola,Francis Ford Coppola,"Adam Driver, Giancarlo Esposito, Nathalie Emmanuel","The city of New Rome faces the duel between Cesar Catilina, a brilliant artist in favor of a Utopian future, and the greedy mayor Franklyn Cicero. Between them is Julia Cicero, with her loyalty divided between her father and her b...","English, Latin, Spanish, German",United States,3 wins & 18 nominations total,https://m.media-amazon.com/images/M/MV5BOTQ2MTcwODgtOTg3Yi00M2RmLWEyMDQtY2IzZmRlYzM3YzhjXkEyXkFqcGc@._V1_SX300.jpg,55,4.7,"39,710",tt10128846,movie,N/A,"$7,629,085",N/A,N/A,True,4.7/10,55/100,,45%,,,,
Saturday Night,2024,R,11 Oct 2024,109 min,"Biography, Comedy, Drama",Jason Reitman,"Gil Kenan, Jason Reitman","Gabriel LaBelle, Rachel Sennott, Cory Michael Smith","At 11:30pm on October 11th, 1975, a ferocious troupe of young comedians and writers changed television forever. Find out what happened behind the scenes in the 90 minutes leading up to the first broadcast of Saturday Night Live (1...",English,United States,10 wins & 43 nominations total,https://m.media-amazon.com/images/M/MV5BNWI0N2VlMTAtZGFhYS00YzdhLWEzM2EtMWUwMzBkYWQ5NTMwXkEyXkFqcGc@._V1_SX300.jpg,60,6.9,"36,264",tt27657135,movie,N/A,"$9,511,315",N/A,N/A,True,6.9/10,60/100,,77%,,,,
Transformers One,2024,PG,20 Sep 2024,104 min,"Animation, Action, Adventure",Josh Cooley,"Eric Pearson, Andrew Barrer, Gabriel Ferrari","Chris Hemsworth, Brian Tyree Henry, Scarlett Johansson","The untold origin story of Optimus Prime and Megatron, better known as sworn enemies, but who once were friends bonded like brothers who changed the fate of Cybertron forever.",English,United States,25 nominations total,https://m.media-amazon.com/images/M/MV5BZWI1ZDY1YTQtMjRkNy00ZDZhLWE3OTItMTIwNzliY2Y1MTZhXkEyXkFqcGc@._V1_SX300.jpg,65,7.6,"59,052",tt8864596,movie,N/A,"$59,098,421",N/A,N/A,True,7.6/10,65/100,,89%,,,,
Never Let Go,2024,R,20 Sep 2024,101 min,"Horror, Thriller",Alexandre Aja,"KC Coughlin, Ryan Grassby","Halle Berry, Percy Daggs IV, Anthony B. Jenkins",A family that has been haunted by an evil spirit for years. Their safety and their surroundings come into question when one of the children questions if the evil is real.,English,"United States, Canada, France",2 nominations total,https://m.media-amazon.com/images/M/MV5BNmNmMzZlN2QtNjI2Mi00NjNlLWI2M2QtZWUxNzg2OGY5MGIyXkEyXkFqcGc@._V1_SX300.jpg,55,5.4,"16,776",tt14415204,movie,N/A,"$10,306,106",N/A,N/A,True,5.4/10,55/100,,56%,,,,
Never Let Go,1960,Not Rated,16 May 1962,90 min,"Crime, Drama, Thriller",John Guillermin,"John Guillermin, Peter De Sarigny, Alun Falconer","Richard Todd, Peter Sellers, Elizabeth Sellars",A cosmetic salesman sets out to prove to himself and his wife that he is not a failure.,English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BNTg1OGE2ZjctODc0MS00NWQ5LWFhNDYtYmI1Y2VmYTBjYjE5XkEyXkFqcGc@._V1_SX300.jpg,N/A,7.1,"1,789",tt0054115,movie,06 Jun 2005,N/A,J. Arthur Rank Productions,N/A,True,7.1/10,,,,,,,
Never Let Go,2015,R,08 May 2016,93 min,"Action, Drama, Thriller",Howard J. Ford,Howard J. Ford,"Angela Dixon, Nigel Whitmey, Lisa Eichhorn","A single mother on vacation, takes the law into her own hands to take back her abducted child.",English,"United States, Morocco, Spain, United Kingdom",N/A,https://m.media-amazon.com/images/M/MV5BMTZhNGMwZDktZTkzZi00MzQyLTk5YTYtODE2YmYzMTY3ZGVmXkEyXkFqcGc@._V1_SX300.jpg,N/A,5.3,"1,060",tt3833474,movie,N/A,N/A,N/A,N/A,True,5.3/10,,,,,,,
The Substance,2024,R,20 Sep 2024,141 min,"Drama, Horror, Sci-Fi",Coralie Fargeat,Coralie Fargeat,"Demi Moore, Margaret Qualley, Dennis Quaid","A fading celebrity takes a black-market drug: a cell-replicating substance that helps her create a younger, better version of herself.",English,"United Kingdom, France",Won 1 Oscar. 144 wins & 285 nominations total,https://m.media-amazon.com/images/M/MV5BZDQ1NGE5MGMtYzdlZC00ODExLWJlMDMtNWU4NjA5OWYwMDEwXkEyXkFqcGc@._V1_SX300.jpg,78,7.2,"351,000",tt17526714,movie,N/A,"$17,584,795",N/A,N/A,True,7.2/10,78/100,,89%,,,,
A Different Man,2024,R,04 Oct 2024,112 min,"Drama, Thriller",Aaron Schimberg,Aaron Schimberg,"Sebastian Stan, Miles G. Jackson, Patrick Wang","An aspiring actor undergoes a radical medical procedure to drastically transform his appearance, but his new dream face quickly turns into a nightmare.",English,United States,Nominated for 1 Oscar. 9 wins & 58 nominations total,https://m.media-amazon.com/images/M/MV5BYTQ0NDI2NzItZjNiOC00ZDc0LWJiNGMtMzZmMGM2NmVjMmJkXkEyXkFqcGc@._V1_SX300.jpg,78,6.9,"35,397",tt21097228,movie,N/A,"$654,254",N/A,N/A,True,6.9/10,78/100,,93%,,,,
Never Let Go,1922,N/A,27 May 1922,N/A,"Short, Western",Nat Ross,"Harvey Gates, George H. Plympton","Reginald Denny, Molly Malone, Jack Walters","Campbell, the hero, is disgraced and removed from the service. He saves the girl who was being carried off and rounds up the crooks. His superior officer arrives and congratulates him on his good work. His removal from the service...","None, English",United States,N/A,N/A,N/A,N/A,N/A,tt0376002,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
Speak No Evil,1950,N/A,N/A,28 min,"Short, Drama",S. Roy Luby,"Brown Holmes, Charles F. Royal","Nan Leslie, Linda Johnson, James Anderson",A video on the consequences of gossip.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMmM2YTQ4MWEtYjU0Zi00MDBhLWE5NDEtZDAyNmVkMjk1NjE5XkEyXkFqcGc@._V1_SX300.jpg,N/A,N/A,N/A,tt28119213,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,Incorrect IMDb ID.,,,,,
The Critic,2018,N/A,22 Sep 2018,15 min,"Short, Drama, Thriller",Stella Velon,Stella Velon,"Stella Velon, Alan Smyth, Todd Karner",A starry-eyed actress with a troubled past faces her harshest critic during an interview gone wrong.,English,United States,13 wins & 13 nominations,https://m.media-amazon.com/images/M/MV5BNGFlYTAzMzEtNzIwMi00ZmFhLWE5MDgtM2YyZmIyMzlmYmMwXkEyXkFqcGdeQXVyMjE2NjM0NTk@._V1_SX300.jpg,N/A,6.9,86,tt8314192,movie,N/A,N/A,N/A,N/A,True,6.9/10,,,,,,,
Speak No Evil,2024,R,13 Sep 2024,110 min,"Drama, Horror, Thriller",James Watkins,"James Watkins, Christian Tafdrup, Mads Tafdrup","James McAvoy, Mackenzie Davis, Scoot McNairy","A family is invited to spend a whole weekend in a lonely home in the countryside, but as the weekend progresses, they realize that a dark side lies within the family who invited them.","English, Italian","Croatia, Canada, United States",1 win & 5 nominations total,https://m.media-amazon.com/images/M/MV5BMWI2OWFjNjgtOTQ2Zi00MjlmLTg2MGYtNmE4MjMyZjIzMDA0XkEyXkFqcGc@._V1_SX300.jpg,66,6.8,"123,871",tt27534307,movie,N/A,"$36,931,420",N/A,N/A,True,6.8/10,66/100,,83%,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,Incorrect IMDb ID.,,,,,
Speak No Evil,2013,R,08 Oct 2015,74 min,Horror,Roze,Roze,"Gabrielle Stone, Olivia Cavender, Carl Jensen IV","When all the children in a small town become possessed, one mother refuses to believe that her daughter is lost to the devil and will do whatever it takes to keep her alive.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTY4NjQ0NjEzMF5BMl5BanBnXkFtZTgwMTQwNzczMzE@._V1_SX300.jpg,N/A,3.3,728,tt2503358,movie,N/A,N/A,N/A,N/A,True,3.3/10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,Incorrect IMDb ID.,,,,,
The Critic,1963,Approved,20 May 1963,4 min,"Animation, Comedy, Short",Ernest Pintoff,Mel Brooks,Mel Brooks,"Mel Brooks is an old man watching abstract animations. He doesn't understand them, so he heckles with strange commentary, to the annoyance of those around him.",English,United States,Won 1 Oscar. 3 wins total,https://m.media-amazon.com/images/M/MV5BMmQzMWYzODMtNTFlMi00ODExLTgwZjktMWZkYmU3ZjhiYjM2XkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_SX300.jpg,N/A,6.8,"1,114",tt0056965,movie,N/A,N/A,N/A,N/A,True,6.8/10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,Incorrect IMDb ID.,,,,,
The Critic,2023,R,13 Sep 2024,101 min,"Crime, Drama, Mystery",Anand Tucker,"Patrick Marber, Anthony Quinn","Ian McKellen, Alfred Enoch, Matthew Cottle",A powerful London theater critic becomes entangled in a web of deceit and murder.,English,"United Kingdom, United States",N/A,https://m.media-amazon.com/images/M/MV5BODc5MjRmMTQtNmU1Zi00ZDAwLWFkZGItMGFlZDI1OGY1ZmI4XkEyXkFqcGc@._V1_SX300.jpg,54,6.0,"5,445",tt13457790,movie,N/A,"$449,020",N/A,N/A,True,6.0/10,54/100,,51%,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,Incorrect IMDb ID.,,,,,
Faith of Angels,2024,PG,13 Sep 2024,98 min,"Biography, Drama, Family",Garrett Batty,Garrett Batty,"John Michael Finley, Cameron Arnett, Kirby Heyborne",A stranger receives mysterious callings compelling him to search for a boy lost in an abandoned mine.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BOTY2YjA5NWItZjIyYi00OWQ5LTliY2QtYzM4N2Y0YjRkMDQ0XkEyXkFqcGc@._V1_SX300.jpg,N/A,8.3,80,tt30443437,movie,N/A,"$570,027",N/A,N/A,True,8.3/10,,,,,,,
The Front Room,2024,R,06 Sep 2024,94 min,"Horror, Thriller","Max Eggers, Sam Eggers","Susan Hill, Max Eggers, Sam Eggers","Brandy Norwood, Andrew Burnap, Kathryn Hunter","It tells the story of a newly pregnant couple who are forced to take in an ailing, estranged stepmother.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNDIwNTNlMzAtYjkzNi00MDNjLWFlOGYtNDI1MDdkNWQwOWIwXkEyXkFqcGc@._V1_SX300.jpg,49,4.6,"5,811",tt21905744,movie,N/A,"$3,092,269",N/A,N/A,True,4.6/10,49/100,,40%,,,,
Beetlejuice Beetlejuice,2024,PG-13,06 Sep 2024,105 min,"Comedy, Fantasy, Horror",Tim Burton,"Michael McDowell, Larry Wilson, Alfred Gough","Michael Keaton, Winona Ryder, Catherine O'Hara","After a family tragedy, three generations of the Deetz family return home to Winter River. Still haunted by Beetlejuice, Lydia's life is turned upside down when her teenage daughter, Astrid, accidentally opens the portal to the Af...","English, Italian, French, Spanish, Latin, Yiddish","United States, France",9 wins & 48 nominations total,https://m.media-amazon.com/images/M/MV5BNTQ4Y2MzY2MtYzQyMS00ZTQ3LWIzZGQtNjVjYzgwYzA1MDkzXkEyXkFqcGc@._V1_SX300.jpg,62,6.6,"162,600",tt2049403,movie,N/A,"$294,100,435",N/A,N/A,True,6.6/10,62/100,,75%,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,Incorrect IMDb ID.,,,,,
Tokyo Cowboy,1994,Not Rated,01 Oct 1994,94 min,"Comedy, Drama, Western",Kathy Garneau,Caroline Adderson,"Anna Ferguson, Sharon Heath, Christianne Hirt","No Ogawa, a young Japanese man, loves American western movies. What little English he does know he learned from these movies. When he is fired from his latest job at a fast food restaurant, he decides to become a cowboy. In his yo...","English, Japanese",Canada,1 win,https://m.media-amazon.com/images/M/MV5BNTY2NjI3Mjc5Nl5BMl5BanBnXkFtZTcwOTM1NDYxMQ@@._V1_SX300.jpg,N/A,5.8,119,tt0111451,movie,N/A,N/A,N/A,N/A,True,5.8/10,,,,,,,
City of Dreams,1995,N/A,N/A,28 min,Short,Jorge Manzano,"Marcel Commanda, Jorge Manzano","Marcel Commanda, Geoffrey Daybutch, Gloria May Eshkibok",N/A,English,"Canada, Chile",N/A,N/A,N/A,N/A,N/A,tt0383992,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,Incorrect IMDb ID.,,,,,
City of Dreams,2000,N/A,N/A,N/A,"Documentary, Biography",Belinda Mason,"Belinda Mason, Gaby Mason","Merridy Eastman, Walter Burley Griffin, Marion Mahony",Filmmaker Belinda Mason documents the life and work of married architects Marion Mahony and Walter Burley Griffin.,English,Australia,1 nomination,N/A,N/A,7.6,13,tt0255901,movie,N/A,N/A,N/A,N/A,True,7.6/10,,,,,,,
Afraid,2018,N/A,02 Oct 2018,80 min,"Horror, Thriller",Jason Goldberg,Nick Kreiss,"Alanna Masterson, George Byrne, Lucius Baybak","A couple take a weekend retreat only to have their romance morph into terror, when they realize their every move is being watched by the owner of the cabin they are staying at.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BOWJhZWViM2EtOWExNC00M2E5LTk4ZTUtZTllN2U1ZmM0MWZmXkEyXkFqcGc@._V1_SX300.jpg,N/A,3.5,174,tt8623162,movie,N/A,N/A,N/A,N/A,True,3.5/10,,,,,,,
1992,2022,R,30 Aug 2024,97 min,"Action, Drama, Thriller",Ariel Vromen,"Sascha Penn, Ariel Vromen","Tyrese Gibson, Ray Liotta, Scott Eastwood",A factory worker must protect his son during the 1992 L.A. uprising after the Rodney King verdict.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMmM0MTBiMTYtNjQ4ZS00OWQ0LTlkYWMtN2I0ZjFiMjQ4NjMyXkEyXkFqcGc@._V1_SX300.jpg,44,5.7,"3,805",tt4959750,movie,N/A,"$2,906,073",N/A,N/A,True,5.7/10,44/100,,,,,,
Afraid,2024,PG-13,30 Aug 2024,84 min,"Horror, Mystery, Sci-Fi",Chris Weitz,Chris Weitz,"John Cho, Katherine Waterston, Keith Carradine",The Pike family is selected to test a new home device: a digital assistant called AIA. AIA learns the family's behaviors and begins to anticipate their needs. And she can make sure nothing - and no one - gets in her family's way.,English,"United States, United Kingdom",N/A,https://m.media-amazon.com/images/M/MV5BNGFlMGU1ZmYtYmVkNy00ZDhjLWE4MWYtN2FhZjVlMTNjOWYwXkEyXkFqcGc@._V1_SX300.jpg,28,5.2,"15,308",tt24577462,movie,N/A,"$6,725,687",N/A,N/A,True,5.2/10,28/100,,25%,,,,
Tokyo Cowboy,2023,PG,30 Aug 2024,118 min,Drama,Marc Marriott,"Ayako Fujitani, Dave Boyle","Arata Iura, Robin Weigert, Goya Robles",A Japanese businessman goes on an unwitting journey of self-discovery when he takes a company trip from Tokyo to a Montana cattle ranch.,"Japanese, English",United States,10 wins & 1 nomination total,https://m.media-amazon.com/images/M/MV5BYTZlM2ZjOWEtNmVmNy00NWQ5LWJhNTktMGNlZWJiY2ZhYTdlXkEyXkFqcGc@._V1_SX300.jpg,N/A,7.0,464,tt22815732,movie,N/A,"$149,575",N/A,N/A,True,7.0/10,,,92%,,,,
Seeking Mavis Beacon,2024,N/A,20 Jan 2024,102 min,Documentary,Jazmin Jones,Jazmin Jones,"Jazmin Jones, Olivia McKayla Ross",Investigates the disappearance and reexamines the legacy of one of the most influential Black women in technology.,English,United States,1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BODA0ZTFmMWMtZDgzNC00M2RmLWJiNWItZGYyYjVmNzYwZGE5XkEyXkFqcGc@._V1_SX300.jpg,N/A,5.6,38,tt18322912,movie,N/A,N/A,N/A,N/A,True,5.6/10,,,76%,,,,
Petrol,2022,N/A,11 May 2023,95 min,"Drama, Mystery, Thriller",Alena Lodkina,Alena Lodkina,"Emmett Aldred, Daniel Aloisio, Kit Brady-Brown",An idealistic film student is drawn into a shadowy and intoxicating world when she befriends an enigmatic performance artist.,English,Australia,4 nominations,https://m.media-amazon.com/images/M/MV5BODZjNjVhZWEtZjNjNi00OWFmLWI4MWYtOWQ0OGE5YzUyOGQ1XkEyXkFqcGdeQXVyMzg4NDExODY@._V1_SX300.jpg,N/A,6.0,88,tt20765376,movie,N/A,N/A,N/A,N/A,True,6.0/10,,,100%,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,Incorrect IMDb ID.,,,,,
Afraid,2019,N/A,01 Nov 2019,4 min,"Short, Thriller","Lisbet Byler, Grace Wagner","Lisbet Byler, Grace Wagner","Lee Atkins, Anna Bilik, Seth Bortner","AFRAID tells the story of Anna, a young 20-something coffee shop manager, as she closes up for the night and heads to her car in a nearby parking garage. Will Anna make it? Or will her worst fears become reality?",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZDA3ODk3N2ItYjE1YS00N2QwLThiYjYtODY5NDM4MWIzNTM0XkEyXkFqcGc@._V1_SX300.jpg,N/A,4.4,163,tt11191040,movie,N/A,N/A,N/A,N/A,True,4.4/10,,,,,,,
City of Dreams,2023,R,30 Aug 2024,114 min,"Drama, Thriller",Mohit Ramchandani,Mohit Ramchandani,"Jason Patric, Paulina Gaitan, Renata Vaca","Inspired by a true story, City of Dreams chronicles the journey of a Mexican boy whose dreams of becoming a soccer star are shattered when he's smuggled across the border and sold to a sweatshop in downtown Los Angeles.","English, Spanish","Mexico, United States",N/A,https://m.media-amazon.com/images/M/MV5BNjYwNDY3NGUtNDc5Ni00MjI0LWE5MmItMzEzZDE3ODM2ODY2XkEyXkFqcGc@._V1_SX300.jpg,N/A,7.0,565,tt6898324,movie,N/A,"$1,713,366",N/A,N/A,True,7.0/10,,,,,,,
The Forge,2024,PG,23 Aug 2024,124 min,"Drama, Family",Alex Kendrick,"Alex Kendrick, Stephen Kendrick","Cameron Arnett, Priscilla C. Shirer, Aspen Kennedy","After graduating from high school without any plans for the future, Isaiah receives a push to start making better life decisions.",English,United States,1 nomination total,https://m.media-amazon.com/images/M/MV5BNTViOGIzNWEtMzY5OC00OWQxLWE4ZjAtZDFkMGE0NjNhM2QwXkEyXkFqcGc@._V1_SX300.jpg,N/A,6.7,"5,131",tt26731216,movie,N/A,"$29,123,632",N/A,N/A,True,6.7/10,,,63%,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,Incorrect IMDb ID.,,,,,
Between the Temples,2024,R,23 Aug 2024,111 min,Comedy,Nathan Silver,"C. Mason Wells, Nathan Silver","Jason Schwartzman, Carol Kane, Dolly De Leon",A cantor in a crisis of faith finds his world turned upside down when his grade school music teacher re-enters his life as his new adult Bat Mitzvah student.,English,United States,4 wins & 7 nominations,https://m.media-amazon.com/images/M/MV5BYTQ1MTE3MWItZWUwMy00YjYzLTkyMDAtYzBhMjZmZjM5NTRkXkEyXkFqcGc@._V1_SX300.jpg,N/A,6.2,"1,842",tt27722375,movie,N/A,"$2,084,122",N/A,N/A,True,6.2/10,,,85%,,,,
The Crow,2024,R,23 Aug 2024,111 min,"Action, Crime, Fantasy",Rupert Sanders,"James O'Barr, Zach Baylin, William Josef Schneider","Bill Skarsgård, FKA twigs, Danny Huston","Soulmates Eric and Shelly are brutally murdered. Given a chance to save the love of his life, Eric must sacrifice himself and traverse the worlds of the living and the dead, seeking revenge.",English,"United States, United Kingdom, France, Czech Republic, Germany",1 win & 2 nominations total,https://m.media-amazon.com/images/M/MV5BMjEyOWJjMWQtZTY4Yi00ZjYyLWJhNDktZmRkNzEwMjlhZjQ3XkEyXkFqcGc@._V1_SX300.jpg,30,4.7,"39,416",tt1340094,movie,N/A,"$9,275,659",N/A,N/A,True,4.7/10,30/100,,88%,,,,
The Crow,1994,R,13 May 1994,102 min,"Action, Crime, Drama",Alex Proyas,"James O'Barr, David J. Schow, John Shirley","Brandon Lee, Michael Wincott, Rochelle Davis","The night before his wedding, musician Eric Draven and his fiancée are brutally murdered by members of a violent gang. On the anniversary of their death, Eric rises from the grave and assumes the mantle of the Crow, a supernatural...",English,United States,5 wins & 8 nominations total,https://m.media-amazon.com/images/M/MV5BOTBiNzhkZTItZWUwZS00YTJkLTg0YTEtN2I0ZDI5ODI2MWFjXkEyXkFqcGc@._V1_SX300.jpg,72,7.5,"225,348",tt0109506,movie,N/A,"$50,693,129",N/A,N/A,True,7.5/10,72/100,,88%,,,,
The Forge,2013,N/A,08 May 2013,6 min,"Short, Action, Biography",Stephen Reedy,Stephen Reedy,"Eric Raymond Lim, Josh Petersdorf, Dennis Ruel","A man fights his physical and emotional demons in a hellish landscape. A Cinematic and Emotional short film made in response to producer/actor Eric Lim's sister committing suicide, funded by her inherited wedding fund.",English,United States,N/A,N/A,N/A,6.5,21,tt2822916,movie,N/A,N/A,N/A,N/A,True,6.5/10,,,,,,,
The Crow,1919,N/A,15 Sep 1919,20 min,"Short, Western",B. Reeves Eason,"Karl R. Coolidge, Neal Hart, Alan James","Hoot Gibson, Mildred Moore, Arthur Mackley",N/A,"None, English",United States,N/A,N/A,N/A,6.3,27,tt0221892,movie,N/A,N/A,N/A,N/A,True,6.3/10,,,,,,,
Close to You,2023,R,23 Aug 2024,100 min,Drama,Dominic Savage,"Dominic Savage, Elliot Page","Elliot Page, Hillary Baack, Wendy Crewson","When he returns home for his father's birthday, a man finds that his family is struggling to accept his transition.","English, French, American Sign ","Canada, United Kingdom, Ireland, United States",2 wins & 5 nominations total,https://m.media-amazon.com/images/M/MV5BN2ZkODYzNzMtZGJlNy00YTM5LWE5NjQtOTc2ODQwOGMyY2ZmXkEyXkFqcGc@._V1_SX300.jpg,55,5.1,"1,169",tt28055434,movie,N/A,"$68,389",N/A,N/A,True,5.1/10,55/100,,67%,,,,
Skincare,2024,R,16 Aug 2024,96 min,"Comedy, Mystery, Thriller",Austin Peters,"Sam Freilich, Deering Regan, Austin Peters","Elizabeth Banks, Lewis Pullman, Luis Gerardo Méndez","Famed aesthetician Hope Goldman's skincare business faces sabotage when rival Angel Vergara opens a boutique across the street. Aided by friend Jordan, Hope seeks to uncover who's trying to ruin her reputation.",English,"Italy, United States",1 nomination total,https://m.media-amazon.com/images/M/MV5BYTJkMjJiOGEtMWM5MS00NjhiLTllZmUtNTRlMWU1NDk5N2E4XkEyXkFqcGc@._V1_SX300.jpg,61,5.7,"5,081",tt28223926,movie,N/A,"$456,590",N/A,N/A,True,5.7/10,61/100,,68%,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,Incorrect IMDb ID.,,,,,
My Penguin Friend,2024,PG,16 Aug 2024,97 min,"Adventure, Drama, Family",David Schurmann,"Kristen Lazarian, Paulina Lagudi Ulrich","Jean Reno, Adriana Barraza, Alexia Moyano","Inspired by a true story; an enchanting adventure about a lost penguin rescued from an oil spill, who transforms the life of a heartbroken fisherman. They soon become unlikely friends, so bonded that even the vast ocean cannot div...",English,"Brazil, United States, Spain",1 win & 2 nominations total,https://m.media-amazon.com/images/M/MV5BMWFkNWFlNTItNTkxNC00MmNiLWEwZDktNmUwMDA1NTBjNGZkXkEyXkFqcGc@._V1_SX300.jpg,70,6.8,"6,385",tt8609660,movie,N/A,"$2,769,460",N/A,N/A,True,6.8/10,70/100,,86%,,,,
Close to You,2010,N/A,13 Aug 2010,103 min,"Drama, Romance, Sport",Hsiao-tse Cheng,"Hsiao-tse Cheng, Chia-Lu Chang","Ming-Dow, Eddie Peng, Amber Kuo","Chen Jiaxiang is martial Boxing of Beijing. He is in a car accident and his mother takes him to Taipei to receive medical care. His boxing skills are forgotten, but fans encouraged him to continue wearing the boxing gloves.",Mandarin,"Taiwan, Hong Kong",1 win & 3 nominations,https://m.media-amazon.com/images/M/MV5BMzdmODlhN2UtMWFhOS00MzJhLWI0NzgtOWVmY2Q2NzJhMjQ3XkEyXkFqcGc@._V1_SX300.jpg,N/A,5.8,75,tt1725809,movie,N/A,N/A,N/A,N/A,True,5.8/10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,Incorrect IMDb ID.,,,,,
Alien: Romulus,2024,R,16 Aug 2024,119 min,"Horror, Sci-Fi, Thriller",Fede Alvarez,"Dan O'Bannon, Ronald Shusett, Fede Alvarez","Cailee Spaeny, David Jonsson, Archie Renaux","While scavenging the deep ends of a derelict space station, a group of young space colonists come face to face with the most terrifying life form in the universe.",English,"United Kingdom, United States, Hungary, Australia, New Zealand, Canada",Nominated for 1 Oscar. 15 wins & 54 nominations total,https://m.media-amazon.com/images/M/MV5BMDU0NjcwOGQtNjNjOS00NzQ3LWIwM2YtYWVmODZjMzQzN2ExXkEyXkFqcGc@._V1_SX300.jpg,64,7.1,"272,622",tt18412256,movie,N/A,"$105,313,091",N/A,N/A,True,7.1/10,64/100,,80%,,,,
Borderlands,2024,PG-13,09 Aug 2024,101 min,"Action, Adventure, Comedy",Eli Roth,"Eli Roth, Joe Abercrombie","Cate Blanchett, Kevin Hart, Edgar Ramírez","An infamous bounty hunter returns to her childhood home, the chaotic planet Pandora, and forms an unlikely alliance with a team of misfits to find the missing daughter of the most powerful man in the universe.",English,"United States, Hungary",1 win & 12 nominations total,https://m.media-amazon.com/images/M/MV5BMDhkMzQzZmQtOGQ1NS00Y2FhLTkzYjAtNWE1MmRiOWM1MjUzXkEyXkFqcGc@._V1_SX300.jpg,26,4.7,"53,787",tt4978420,movie,N/A,"$15,482,668",N/A,N/A,True,4.7/10,26/100,,10%,,,,
