Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,Error,Rating_InternetMovieDatabase,Rating_RottenTomatoes,Rating_Metacritic,totalSeasons,Season,Episode,seriesID
In Bloom,2024,N/A,01 Mar 2024,N/A,N/A,"Priyanka Banerjee, Nicole Teeny","Priyanka Banerjee, Nicole Teeny","Yasmina El-Abd, Tzi-Hui Chang, Soumyajyoti Das","Explores characters at life-defining moments regarding gender issues like period poverty, child marriage, HIV stigma, family planning, and women's empowerment.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZjI1MDYyYTAtNTE0YS00YjhmLWE4YWQtMWIwOGRlNjQzYzBhXkEyXkFqcGc@._V1_SX300.jpg,N/A,N/A,30,tt31491120,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
The Wolf of Wall Street,2013,R,25 Dec 2013,180 min,"Biography, Comedy, Crime",Martin Scorsese,"Terence Winter, Jordan Belfort","Leonardo DiCaprio, Jonah Hill, Margot Robbie","Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.","English, French",United States,Nominated for 5 Oscars. 38 wins & 180 nominations total,https://m.media-amazon.com/images/M/MV5BMjIxMjgxNTk0MF5BMl5BanBnXkFtZTgwNjIyOTg2MDE@._V1_SX300.jpg,75,8.2,"1,736,147",tt0993846,movie,N/A,"$116,900,694",N/A,N/A,True,,8.2/10,79%,75/100,,,,
Grudge Match,2013,PG-13,25 Dec 2013,113 min,"Comedy, Drama, Sport",Peter Segal,"Tim Kelleher, Rodney Rothman","Robert De Niro, Sylvester Stallone, Kim Basinger","A pair of aging boxing rivals are coaxed out of retirement to fight one final bout, thirty years after their last match.",English,United States,1 win & 1 nomination total,https://m.media-amazon.com/images/M/MV5BMTY3NTkxMTgzNV5BMl5BanBnXkFtZTgwNjg0MzE2MDE@._V1_SX300.jpg,35,6.4,"63,913",tt1661382,movie,N/A,"$29,807,260",N/A,N/A,True,,6.4/10,31%,35/100,,,,
August: Osage County,2013,R,10 Jan 2014,121 min,"Comedy, Drama",John Wells,Tracy Letts,"Meryl Streep, Dermot Mulroney, Julia Roberts","A look at the lives of the strong-willed women of the Weston family, whose paths have diverged until a family crisis brings them back to the Oklahoma house they grew up in, and to the dysfunctional woman who raised them.",English,United States,Nominated for 2 Oscars. 16 wins & 67 nominations total,https://m.media-amazon.com/images/M/MV5BNzQ5ODE4NTcxNV5BMl5BanBnXkFtZTgwNjkyNDQ0MDE@._V1_SX300.jpg,58,7.2,"97,779",tt1322269,movie,N/A,"$37,738,810",N/A,N/A,True,,7.2/10,67%,58/100,,,,
The Wolf of Wall Street,1929,Passed,09 Feb 1929,90 min,Drama,Rowland V. Lee,"Doris Anderson, Julian Johnson","George Bancroft, Olga Baclanova, Nancy Carroll",A ruthless stockbroker sells short in the copper business and ruins the life of his friends by ruining their finances.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZjQ2OTkxNGEtMzBiNS00ZTU5LWI1ZjAtZjAwOGU0YWNiMGI4XkEyXkFqcGc@._V1_SX300.jpg,N/A,6.7,62,tt0020596,movie,N/A,N/A,N/A,N/A,True,,6.7/10,63%,,,,,
47 Ronin,2013,PG-13,25 Dec 2013,128 min,"Action, Drama, Fantasy",Carl Rinsch,"Chris Morgan, Hossein Amini, Walter Hamada","Keanu Reeves, Hiroyuki Sanada, Kô Shibasaki",A band of samurai sets out to avenge the death and dishonor of their master at the hands of a ruthless shogun.,"English, Japanese","United States, Japan",5 nominations total,https://m.media-amazon.com/images/M/MV5BMTc0MjE2NzE0OV5BMl5BanBnXkFtZTgwNTU5MjE1MDE@._V1_SX300.jpg,28,6.2,"177,381",tt1335975,movie,N/A,"$38,362,475",N/A,N/A,True,,6.2/10,16%,28/100,,,,
Lone Survivor,2013,R,10 Jan 2014,121 min,"Action, Biography, Drama",Peter Berg,"Peter Berg, Marcus Luttrell, Patrick Robinson","Mark Wahlberg, Taylor Kitsch, Emile Hirsch","Marcus Luttrell and his team set out on a mission to capture or kill notorious Taliban leader Ahmad Shah, in late June 2005. Marcus and his team are left to fight for their lives in one of the most valiant efforts of modern warfare.","English, Pashtu, Arabic","United Kingdom, United States",Nominated for 2 Oscars. 6 wins & 16 nominations total,https://m.media-amazon.com/images/M/MV5BMjA0NTgwOTk5Ml5BMl5BanBnXkFtZTcwMjE3NDc5OQ@@._V1_SX300.jpg,60,7.5,"319,993",tt1091191,movie,N/A,"$125,095,601",N/A,N/A,True,,7.5/10,75%,60/100,,,,
Maidentrip,2013,Not Rated,10 Mar 2013,82 min,"Documentary, Adventure, Biography",Jillian Schlesinger,N/A,"Dick Dekker, Kim Dekker, Laura Dekker",14-year-old Laura Dekker sets out on a two-year voyage in pursuit of her dream to become the youngest person ever to sail around the world alone.,"Dutch, English",United States,3 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BMTc2MDg5MzUzNl5BMl5BanBnXkFtZTgwMTE4NTg3MDE@._V1_SX300.jpg,70,7.5,"4,019",tt2555268,movie,N/A,"$68,243",N/A,N/A,True,,7.5/10,83%,70/100,,,,
Walking with Dinosaurs 3D,2013,PG,19 Dec 2013,87 min,"Animation, Adventure, Comedy","Barry Cook, Neil Nightingale","John Collee, Gerry Swallow, David Skelly","Charlie Rowe, Karl Urban, Angourie Rice","See and feel what it was like when dinosaurs ruled the Earth, in a story where an underdog dino triumphs to become a hero for the ages.",English,"India, United Kingdom, Australia, United States",2 nominations total,https://m.media-amazon.com/images/M/MV5BMjE2OTc2MTk1Nl5BMl5BanBnXkFtZTgwNDg5NDU1MDE@._V1_SX300.jpg,37,5.2,"12,212",tt1762399,movie,N/A,"$36,076,121",N/A,N/A,True,,5.2/10,23%,37/100,,,,
Her,2013,R,10 Jan 2014,126 min,"Drama, Romance, Sci-Fi",Spike Jonze,Spike Jonze,"Joaquin Phoenix, Amy Adams, Scarlett Johansson","In the near future, a lonely writer develops an unlikely relationship with an operating system designed to meet his every need.",English,United States,Won 1 Oscar. 83 wins & 187 nominations total,https://m.media-amazon.com/images/M/MV5BMjA1Nzk0OTM2OF5BMl5BanBnXkFtZTgwNjU2NjEwMDE@._V1_SX300.jpg,91,8.0,"709,611",tt1798709,movie,N/A,"$25,568,251",N/A,N/A,True,,8.0/10,95%,91/100,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,Incorrect IMDb ID.,,,,,,,
Her,2005,N/A,20 Oct 2005,10 min,Short,Kai Ling Xue,N/A,N/A,"The film is a meditation into fantasy and the solitude of love. Hand processed film and advanced editing give ""Her"" an ephemeral and timeless quality which illustrates the intensity of the subject matter.",English,Canada,N/A,N/A,N/A,N/A,N/A,tt1167494,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
American Hustle,2013,R,20 Dec 2013,138 min,"Crime, Drama",David O. Russell,"Eric Warren Singer, David O. Russell","Christian Bale, Amy Adams, Bradley Cooper","A con man, Irving Rosenfeld, along with his seductive partner Sydney Prosser, is forced to work for a wild F.B.I. Agent, Richie DiMaso, who pushes them into a world of Jersey powerbrokers and the Mafia.","English, Arabic","United States, China",Nominated for 10 Oscars. 70 wins & 228 nominations total,https://m.media-amazon.com/images/M/MV5BMGQ2NzEwZGEtYjk1MC00NWFmLTgyYTgtZmRhMTRmOTBlN2U5XkEyXkFqcGc@._V1_SX300.jpg,90,7.2,"513,213",tt1800241,movie,N/A,"$150,117,807",N/A,N/A,True,,7.2/10,92%,90/100,,,,
A Zombie Invasion,2012,Not Rated,01 Dec 2012,94 min,Horror,"Matt Green, Kely McClung",Brendan Vogel,"Robert Pralgo, Ted Huckabee, Stephen Caudill",The inhabitants of a small town and it's very popular diner have to fend off a nasty infestation of hungry zombies.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTQ0NTEyNzI0NF5BMl5BanBnXkFtZTcwNDI4NTE1Nw@@._V1_SX300.jpg,N/A,3.6,137,tt2287621,movie,N/A,"$1,170",N/A,N/A,True,,3.6/10,,,,,,
Inside Llewyn Davis,2013,R,10 Jan 2014,104 min,"Drama, Music","Ethan Coen, Joel Coen","Joel Coen, Ethan Coen","Oscar Isaac, Carey Mulligan, John Goodman",A week in the life of a young singer as he navigates the Greenwich Village folk scene of 1961.,English,"United States, United Kingdom, France",Nominated for 2 Oscars. 47 wins & 174 nominations total,https://m.media-amazon.com/images/M/MV5BMjAxNjcyNDQxM15BMl5BanBnXkFtZTgwNzU2NDA0MDE@._V1_SX300.jpg,93,7.4,"169,425",tt2042568,movie,N/A,"$13,235,319",N/A,N/A,True,,7.4/10,92%,93/100,,,,
Out of the Furnace,2013,R,06 Dec 2013,116 min,"Crime, Drama, Thriller",Scott Cooper,"Brad Ingelsby, Scott Cooper","Christian Bale, Casey Affleck, Zoe Saldaña",A steelworker takes matters into his own hands after police fail to find his missing brother.,English,"United Kingdom, United States",1 win & 10 nominations total,https://m.media-amazon.com/images/M/MV5BYjAwNTQzNmUtZTBkYy00ZGZjLThjMmQtODk5YzdmMTBhNDk2XkEyXkFqcGc@._V1_SX300.jpg,63,6.7,"130,317",tt1206543,movie,N/A,"$11,330,849",N/A,N/A,True,,6.7/10,53%,63/100,,,,
Black Nativity,2013,PG,27 Nov 2013,93 min,"Drama, Family, Music",Kasi Lemmons,"Langston Hughes, Kasi Lemmons","Forest Whitaker, Angela Bassett, Jennifer Hudson","A street-wise teen from Baltimore who has been raised by a single mother travels to New York City to spend the Christmas holiday with his estranged relatives, where he embarks on a surprising and inspirational journey.",English,United States,2 wins & 5 nominations total,https://m.media-amazon.com/images/M/MV5BMTg3OTkxNzkwMl5BMl5BanBnXkFtZTgwOTcyNTE2MDE@._V1_SX300.jpg,48,4.8,"2,434",tt1425922,movie,N/A,"$7,018,189",N/A,N/A,True,,4.8/10,51%,48/100,,,,
Homefront,2013,R,27 Nov 2013,100 min,"Action, Crime, Thriller",Gary Fleder,"Sylvester Stallone, Chuck Logan","Jason Statham, James Franco, Winona Ryder","A former DEA agent moves his family to a quiet town, where he soon tangles with a local meth druglord.",English,United States,1 nomination total,https://m.media-amazon.com/images/M/MV5BMTUwOTAzNzAwMl5BMl5BanBnXkFtZTgwOTc1NDIyMDE@._V1_SX300.jpg,40,6.5,"139,006",tt2312718,movie,N/A,"$20,158,898",N/A,N/A,True,,6.5/10,42%,40/100,,,,
Homefront: a new kind of war memorial,2019,N/A,20 Jul 2019,48 min,Documentary,Michael Wilkins,Michael Wilkins,N/A,"Stories of Injury, fear, humor, and falling in love from soldiers caught up in conflicts from World War II, Vietnam and Afghanistan.",English,Australia,N/A,https://m.media-amazon.com/images/M/MV5BMjA2YTcyODAtOWQxYy00MjZmLWI2OGItYWM5NDZiNTYzMzBjXkEyXkFqcGdeQXVyMjMxNTc5Mzg@._V1_SX300.jpg,N/A,N/A,N/A,tt10384512,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
Philomena,2013,PG-13,27 Nov 2013,98 min,"Biography, Comedy, Drama",Stephen Frears,"Steve Coogan, Jeff Pope, Martin Sixsmith","Judi Dench, Steve Coogan, Sophie Kennedy Clark","A world-weary political journalist picks up the story of a woman's search for her son, who was taken away from her decades ago after she became pregnant and was forced to live in a convent.",English,"United Kingdom, France, United States",Nominated for 4 Oscars. 33 wins & 86 nominations total,https://m.media-amazon.com/images/M/MV5BMjA5ODgyNzcxMV5BMl5BanBnXkFtZTgwMzkzOTYzMDE@._V1_SX300.jpg,77,7.6,"106,399",tt2431286,movie,N/A,"$37,709,979",N/A,N/A,True,,7.6/10,91%,77/100,,,,
Nebraska,2013,R,24 Jan 2014,115 min,Drama,Alexander Payne,Bob Nelson,"Bruce Dern, Will Forte, June Squibb","An aging, booze-addled father makes the trip from Montana to Nebraska with his estranged son in order to claim a million-dollar Mega Sweepstakes Marketing prize.","English, Spanish",United States,Nominated for 6 Oscars. 29 wins & 170 nominations total,https://m.media-amazon.com/images/M/MV5BYTgyNzRhMTQtZWUxZi00YzFmLTlhYTItNzY5ZDY2ZjdlYjM1XkEyXkFqcGc@._V1_SX300.jpg,86,7.7,"126,898",tt1821549,movie,N/A,"$17,654,912",N/A,N/A,True,,7.7/10,90%,86/100,,,,
The Best Man Holiday,2013,R,15 Nov 2013,123 min,"Comedy, Drama",Malcolm D. Lee,Malcolm D. Lee,"Monica Calhoun, Morris Chestnut, Melissa De Sousa","When college friends reunite after 15 years over the Christmas holidays, they discover just how easy it is for long-forgotten rivalries and romances to be reignited.",English,United States,3 wins & 15 nominations total,https://m.media-amazon.com/images/M/MV5BMjU0MTI1MDg5Ml5BMl5BanBnXkFtZTgwNzc2MTMzMDE@._V1_SX300.jpg,59,6.6,"17,550",tt2083355,movie,N/A,"$70,525,195",N/A,N/A,True,,6.6/10,71%,59/100,,,,
The Book Thief,2013,PG-13,27 Nov 2013,131 min,"Drama, War",Brian Percival,"Markus Zusak, Michael Petroni","Sophie Nélisse, Geoffrey Rush, Emily Watson","While subjected to the horrors of World War II Germany, young Liesel finds solace by stealing books and sharing them with others. In the basement of her home, a Jewish refugee is being protected by her adoptive parents.","English, German","Germany, United States, United Kingdom",Nominated for 1 Oscar. 9 wins & 17 nominations total,https://m.media-amazon.com/images/M/MV5BOTE3NzkyMjAyNF5BMl5BanBnXkFtZTgwMDc5MTE0MDE@._V1_SX300.jpg,53,7.5,"146,105",tt0816442,movie,N/A,"$21,488,481",N/A,N/A,True,,7.5/10,50%,53/100,,,,
Diana,2013,PG-13,20 Sep 2013,113 min,"Biography, Drama, Romance",Oliver Hirschbiegel,"Stephen Jeffreys, Kate Snell","Naomi Watts, Naveen Andrews, Cas Anvar","During the last two years of her life, Princess Diana embarks on a final rite of passage: a secret love affair with Pakistani heart surgeon Hasnat Khan.",English,"United Kingdom, France, Sweden, Belgium",2 wins & 2 nominations total,https://m.media-amazon.com/images/M/MV5BOTNlNzRjZmUtNmMwMC00NGY2LTg1MjAtNDRlY2Q3ZTQxMzZmXkEyXkFqcGc@._V1_SX300.jpg,35,5.6,"21,271",tt1758595,movie,N/A,"$335,359",N/A,N/A,True,,5.6/10,7%,35/100,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,Incorrect IMDb ID.,,,,,,,
About Time,2013,R,08 Nov 2013,123 min,"Comedy, Drama, Fantasy",Richard Curtis,Richard Curtis,"Domhnall Gleeson, Rachel McAdams, Bill Nighy","At the age of 21, Tim discovers he can travel in time and change what happens and has happened in his own life. His decision to make his world a better place by getting a girlfriend turns out not to be as easy as you might think.",English,"United Kingdom, United States",3 wins & 9 nominations total,https://m.media-amazon.com/images/M/MV5BMTA1ODUzMDA3NzFeQTJeQWpwZ15BbWU3MDgxMTYxNTk@._V1_SX300.jpg,55,7.8,"421,226",tt2194499,movie,N/A,"$15,322,921",N/A,N/A,True,,7.8/10,71%,55/100,,,,
About Time,2013,N/A,14 Apr 2013,19 min,"Short, Comedy, Drama",Joseph Megel,Elisabeth Lewis Corley,"Bryan Burton, John Feltch, Marie Garlock","A short film about love, loss and letting go. A young man, raised by his father after the death of his mother, finds himself stalled in his life and unable to pursue his dreams of pursuing an acting career. Performing in a play in...",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BODUxODQ0MjkwMF5BMl5BanBnXkFtZTcwNzEzMzA2Nw@@._V1_SX300.jpg,N/A,8.1,35,tt2244695,movie,N/A,N/A,N/A,N/A,True,,8.1/10,71%,,,,,
About Time,1962,N/A,05 Feb 1962,53 min,Animation,"Owen Crump, Phil Monroe","Richard Hobson, Nancy Pitt, Leo Salkin","Frank Baxter, Richard Deacon, Les Tremayne",N/A,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZjVkNGFlYjQtMDI1My00NzFiLWE0ZDEtOWQ4Mzg5YjFjMjIwXkEyXkFqcGdeQXVyMzA2NDU0NjE@._V1_SX300.jpg,N/A,8.0,24,tt0154110,movie,N/A,N/A,N/A,N/A,True,,8.0/10,,,,,,
Diana,2012,N/A,07 Jul 2012,N/A,"Documentary, Short",Sandra Keats,N/A,N/A,"Diana Nyad, an iron-willed swimmer determined to leave her mark on the long-distance swimming world attempts a swim from Cuba to Florida, at the age of sixty-two.",English,United States,N/A,N/A,N/A,N/A,N/A,tt2310318,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,Incorrect IMDb ID.,,,,,,,
About Time,1985–,N/A,15 May 1985,50 min,N/A,N/A,N/A,"John Berger, Beverly Bancroft",A look at the meaning of time and its effect on our lives.,English,United Kingdom,N/A,N/A,N/A,6.7,11,tt0239155,series,,,,,True,,6.7/10,,,1,,,
About Time,2024,N/A,18 Oct 2024,14 min,"Short, Drama, Romance",Donald Conley,Donald Conley,"McKenzie Chinn, Namir Smallwood","After years apart, former lovers reunite and struggle to connect until an edible spurs an emotional night of dredging up past hurts and self-discoveries.",English,United States,N/A,N/A,N/A,N/A,N/A,tt33501526,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
Last Vegas,2013,PG-13,01 Nov 2013,105 min,Comedy,Jon Turteltaub,Dan Fogelman,"Robert De Niro, Michael Douglas, Morgan Freeman","Billy, Paddy, Archie and Sam have been best friends since childhood. When Billy proposes to his much-younger girlfriend, they go to Vegas to relive their glory days. However, the decades have changed Sin City and tested their frie...",English,United States,4 wins & 1 nomination total,https://m.media-amazon.com/images/M/MV5BMTQ2ODg2MTIyNF5BMl5BanBnXkFtZTgwMzU2NjgwMDE@._V1_SX300.jpg,48,6.6,"139,115",tt1204975,movie,N/A,"$63,914,167",N/A,N/A,True,,6.6/10,45%,48/100,,,,
Free Birds,2013,PG,01 Nov 2013,91 min,"Animation, Adventure, Comedy",Jimmy Hayward,"Scott Mosier, Jimmy Hayward, David I. Stern","Woody Harrelson, Owen Wilson, Dan Fogler","A pair of turkeys discover a time machine and decide to use it to travel to the first Thanksgiving, to take turkeys off the menu forever.",English,"United States, Canada, Japan, Australia",2 nominations total,https://m.media-amazon.com/images/M/MV5BNjE0NjIwMzAwOF5BMl5BanBnXkFtZTgwOTIyMzMzMDE@._V1_SX300.jpg,38,5.8,"27,730",tt1621039,movie,N/A,"$55,750,480",N/A,N/A,True,,5.8/10,20%,38/100,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,Incorrect IMDb ID.,,,,,,,
Big Sur,2023,N/A,04 Nov 2023,N/A,Drama,Tim Foley,"Halle Arbaugh, Halle Sparrow",Halle Arbaugh,"A mystery unfolds on California's Big Sur Coast, when two old friends are reunited and forced to confront their fates head-on. In the midst of nature, the phantoms of the past abound.",English,N/A,N/A,https://m.media-amazon.com/images/M/MV5BOWYxNDk5ODYtOTI4YS00YjZlLWEwM2EtM2MyMDJiM2IxODQwXkEyXkFqcGdeQXVyMzY1NDc3NjU@._V1_SX300.jpg,N/A,N/A,N/A,tt14802480,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
Big Sur,2013,R,01 Nov 2013,81 min,"Drama, Romance",Michael Polish,"Michael Polish, Jack Kerouac","Jean-Marc Barr, Kate Bosworth, Josh Lucas","A recounting of Jack Kerouac's three sojourns to the cabin in Big Sur owned by his friend, poet Lawrence Ferlinghetti.",English,United States,1 win & 3 nominations total,https://m.media-amazon.com/images/M/MV5BMjI3MDU0MDY2MF5BMl5BanBnXkFtZTgwNDY3NjUzMDE@._V1_SX300.jpg,49,5.7,"2,142",tt1462411,movie,N/A,"$37,466",N/A,N/A,True,,5.7/10,44%,49/100,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,Incorrect IMDb ID.,,,,,,,
Ender's Game,2013,PG-13,01 Nov 2013,114 min,"Action, Adventure, Sci-Fi",Gavin Hood,"Gavin Hood, Orson Scott Card","Harrison Ford, Asa Butterfield, Hailee Steinfeld","Young Ender Wiggin is recruited by the International Military to lead the fight against the Formics, an insectoid alien race who had previously tried to invade Earth and had inflicted heavy losses on humankind.","English, Arabic, Spanish",United States,1 win & 6 nominations total,https://m.media-amazon.com/images/M/MV5BMjAzMzI5OTgzMl5BMl5BanBnXkFtZTgwMTU5MTAwMDE@._V1_SX300.jpg,51,6.6,"262,508",tt1731141,movie,N/A,"$61,737,191",N/A,N/A,True,,6.6/10,63%,51/100,,,,
The Counselor,2013,R,25 Oct 2013,117 min,"Action, Adventure, Crime",Ridley Scott,Cormac McCarthy,"Michael Fassbender, Penélope Cruz, Cameron Diaz",A lawyer finds himself in over his head when he gets involved in drug trafficking.,"English, Spanish, Dutch","United Kingdom, United States",5 wins & 3 nominations total,https://m.media-amazon.com/images/M/MV5BMTc3ODk0MTY0N15BMl5BanBnXkFtZTgwOTU2MTEzMDE@._V1_SX300.jpg,48,5.4,"108,778",tt2193215,movie,N/A,"$16,973,715",N/A,N/A,True,,5.4/10,34%,48/100,,,,
Spinning Plates,2012,Not Rated,25 Oct 2013,93 min,Documentary,Joseph Levy,Joseph Levy,"Grant Achatz, Cindy Breitbach, Mike Breitbach",A documentary about three unique restaurants and their respective owners.,English,United States,5 wins total,https://m.media-amazon.com/images/M/MV5BMzA0ODYwODIxNV5BMl5BanBnXkFtZTgwNDE1OTE0MDE@._V1_SX300.jpg,65,7.1,990,tt2014351,movie,N/A,"$112,449",N/A,N/A,True,,7.1/10,86%,65/100,,,,
The Counselor,2017,N/A,01 Nov 2017,11 min,"Short, Drama, Thriller",Guy Bauer,Katie L. Fetting,"Taylor Bostwick, Miles Fisher, Megan Skord","At a crisis center in late 1971, a freshly minted counselor on the late shift takes his first call: a suicidal teenager whose parents won't let her come home for Christmas. The call exposes truths about each that lead to a surpris...",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNDZmYzYyNmEtYTFjMy00NTA4LTkzZmMtMjQ1ZmIwM2I5NTEwXkEyXkFqcGdeQXVyNjc1NDg1NDU@._V1_SX300.jpg,N/A,7.3,44,tt5866066,movie,N/A,N/A,N/A,N/A,True,,7.3/10,,,,,,
Carrie,1976,R,16 Nov 1976,98 min,"Horror, Mystery",Brian De Palma,"Stephen King, Lawrence D. Cohen","Sissy Spacek, Piper Laurie, Amy Irving","Carrie White, a shy, friendless teenage girl who is sheltered by her domineering, religious mother, unleashes her telekinetic powers after being humiliated by her classmates at her senior prom.",English,United States,Nominated for 2 Oscars. 6 wins & 9 nominations total,https://m.media-amazon.com/images/M/MV5BNjMwMDVlZjYtMWRlZS00OTU1LTlmYTQtOGViNTdmYTE0ZjRlXkEyXkFqcGc@._V1_SX300.jpg,86,7.4,"220,415",tt0074285,movie,N/A,"$33,800,000",N/A,N/A,True,,7.4/10,94%,86/100,,,,
All Is Lost,2013,PG-13,25 Oct 2013,106 min,"Action, Adventure, Drama",J.C. Chandor,J.C. Chandor,Robert Redford,"After a collision with a shipping container at sea, a resourceful sailor finds himself, despite all efforts to the contrary, staring his mortality in the face.",English,"United States, Canada, Mexico",Nominated for 1 Oscar. 3 wins & 48 nominations total,https://m.media-amazon.com/images/M/MV5BMjI0MzIyMjU1N15BMl5BanBnXkFtZTgwOTk1MjQxMDE@._V1_SX300.jpg,87,6.9,"86,767",tt2017038,movie,N/A,"$6,263,670",N/A,N/A,True,,6.9/10,95%,87/100,,,,
Torn,2013,N/A,18 Oct 2013,80 min,Drama,Jeremiah Birnbaum,"Michael Richter, Marc Posner, Jeremiah Birnbaum","Mahnoor Baloch, Faran Tahir, Dendrie Taylor",Two families bond when their teenage sons are killed in an explosion at a suburban mall only to discover one of their children is the prime suspect.,English,"Pakistan, United States",3 wins,https://m.media-amazon.com/images/M/MV5BNzgzMzY3NTk4M15BMl5BanBnXkFtZTgwMDkzMTYzMDE@._V1_SX300.jpg,59,5.9,594,tt1423636,movie,N/A,"$18,202",N/A,N/A,True,,5.9/10,100%,59/100,,,,
Torn,2013,N/A,N/A,13 min,"Short, Drama",Miguel Gonzalez,Sadie Tysdal,"Michael C. Alvarez, Matt Anderson, Samantha Angelo",A tortured woman goes on a spiritual journey to find peace and leave guilt behind.,English,United States,N/A,N/A,N/A,N/A,N/A,tt3410466,movie,N/A,N/A,N/A,N/A,True,,,100%,,,,,
Torn,2022,N/A,N/A,N/A,"Short, Drama",Carmen Chan,Carmen Chan,"Kammy Wong, Chester Wai, Fanna Lau",Jenny is a promising young actress struggling to connect with her family and cultural identity in the midst of her burgeoning career. An unexpected visit from her brother forces Jenny to evaluate her own place within two cultures.,"Cantonese, English",United States,N/A,https://m.media-amazon.com/images/M/MV5BMmU4YThjMzUtMGZjNS00MDhlLTkyMjMtZDgwYjNkNWUwZGUwXkEyXkFqcGdeQXVyNDAxMjgzOTM@._V1_SX300.jpg,N/A,N/A,N/A,tt21028564,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,Incorrect IMDb ID.,,,,,,,
Torn,2023,N/A,22 Jun 2023,12 min,Short,Mimi Uchendu,Mimi Uchendu,"Lauren Gillingham, Keith Bonnell, Eric White","A young woman seeks therapy regarding her anisotropic partner, only to get an undesired response from her therapist.",English,"Canada, Nigeria",N/A,https://m.media-amazon.com/images/M/MV5BY2NlMmI0YjYtZDIyYi00Njc5LWE1MmMtOTViNzEwM2IwZTJlXkEyXkFqcGc@._V1_SX300.jpg,N/A,N/A,N/A,tt27773520,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
Torn: A Wicked Trilogy,2022,N/A,27 Oct 2022,156 min,"Drama, Fantasy, Romance",Taryn O'Neill,Mary Pocrnic,"Kevin Joy, Liam Hall, Annabelle Borke","Everything Ivy Morgan thought she knew has been turned on its head. If she doesn't figure out who she can trust-and fast-it's not only her heart that will be torn apart, but civilization itself.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNzQ3YWRkNTktY2RiZC00YjBmLTkyNjAtNTEzZmUxMDNkY2QxXkEyXkFqcGc@._V1_SX300.jpg,N/A,5.3,432,tt18361658,movie,N/A,N/A,N/A,N/A,True,,5.3/10,,,,,,
Carrie,2002,Not Rated,04 Nov 2002,132 min,"Drama, Horror, Sci-Fi",David Carson,"Bryan Fuller, Stephen King","Angela Bettis, Patricia Clarkson, Rena Sofer","Carrie White is a lonely and painfully shy teenage girl with telekinetic powers who is slowly pushed to the edge of insanity by frequent bullying from both her classmates and her domineering, religious mother.",English,"United States, Canada",2 nominations total,https://m.media-amazon.com/images/M/MV5BZTk1MDkxOGQtMWY5MC00MTBiLTk0YTQtYTBmMmI4ZjNiODdlXkEyXkFqcGc@._V1_SX300.jpg,N/A,5.4,"11,875",tt0319970,movie,N/A,N/A,N/A,N/A,True,,5.4/10,20%,,,,,
Carrie,2013,R,18 Oct 2013,100 min,"Drama, Horror, Thriller",Kimberly Peirce,"Lawrence D. Cohen, Roberto Aguirre-Sacasa, Stephen King","Chloë Grace Moretz, Julianne Moore, Gabriella Wilde","A shy girl, outcast by her peers and sheltered by her religious mother, unleashes telekinetic terror on her small town after being pushed too far at her senior prom.",English,United States,6 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BODg2MDU2MjYxNl5BMl5BanBnXkFtZTcwMDQ5MzU0OQ@@._V1_SX300.jpg,53,5.8,"152,222",tt1939659,movie,N/A,"$35,266,619",N/A,N/A,True,,5.8/10,51%,53/100,,,,
