Response,Error,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Rating_InternetMovieDatabase,Rating_RottenTomatoes,Rating_Metacritic,Season,Episode,seriesID,totalSeasons
True,,At First Sight,1999,PG-13,15 Jan 1999,128 min,"Drama, Romance",Irwin Winkler,"Oliver Sacks, Steve Levitt","Val Kilmer, Mira Sorvino, Kelly McGillis",A blind man has an operation to regain his sight at the urging of his girlfriend and must deal with the changes to his life.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYTI1ZGUyN2ItM2FjYS00Y2E3LWIxOWUtYzhhOTE1M2UzNTAwXkEyXkFqcGc@._V1_SX300.jpg,40,6.0,"14,516",tt0132512,movie,N/A,"$22,365,133",N/A,N/A,6.0/10,32%,40/100,,,,
True,,At First Sight,1924,N/A,06 Jan 1924,10 min,"Short, Comedy",J.A. Howe,N/A,"Charley Chase, Blanche Mehaffey, Lyle Tayo","While Jimmy Jump is having a shine, he sees a girl struggling to put the top of her convertible. He helps her and they make a date for dinner, and exchange calling cards. Jimmy tells his boss, who fits him up with clothes and mone...","None, English",United States,N/A,https://m.media-amazon.com/images/M/MV5BMTk3MWY5N2ItMzQ4Yi00ZjQyLWI4YzUtMjFiYTgzOGJiMzkyXkEyXkFqcGdeQXVyNzI5NjM3NDQ@._V1_SX300.jpg,N/A,6.6,47,tt0299493,movie,N/A,N/A,N/A,N/A,6.6/10,,,,,,
True,,At First Sight,2018,N/A,07 Oct 2018,16 min,"Animation, Short",Sjaak Rood,Sjaak Rood,Beatrice van der Poel,N/A,None,Netherlands,5 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BNzU0YzBiMTctMGNkZC00OTMwLWJkMDUtZmQ2YWU0Zjc0MzQ0XkEyXkFqcGdeQXVyMzY3NzgwNjk@._V1_SX300.jpg,N/A,7.8,11,tt4043702,movie,N/A,N/A,N/A,N/A,7.8/10,,,,,,
True,,At First Sight,1917,N/A,02 Jul 1917,50 min,Comedy,Robert Z. Leonard,George Middleton,"Mae Murray, Sam Hardy, Jules Raucourt","Famous romance writer Hartly Poole retreats to the country for inspiration. There he meets ardent admirer Justina Chaffin, who is about to marry a fortune-hunting scoundrel. After Justina and Hartly fall in love, she discovers the de",None,United States,N/A,https://m.media-amazon.com/images/M/MV5BYzJhNDdiZmUtMmFjNS00OTcwLWIyNjgtZTlhN2U3OTMxZWY5XkEyXkFqcGdeQXVyNDY1NzU5NjY@._V1_SX300.jpg,N/A,3.7,6,tt0007654,movie,N/A,N/A,N/A,N/A,3.7/10,,,,,,
True,,At First Sight,2024,N/A,26 Sep 2024,N/A,"Short, Drama",Kate Harpootlian,N/A,"Chantelle Good, Douglas Burkhardt, Mike Preen",N/A,English,United States,1 win total,https://m.media-amazon.com/images/M/MV5BNjZjNWZkN2YtNTQ2Yy00MTRhLTljYjEtZjdkOTE2MTU5ZmU4XkEyXkFqcGc@._V1_SX300.jpg,N/A,N/A,N/A,tt30580385,movie,N/A,N/A,N/A,N/A,,,,,,,
True,,Varsity Blues,1999,R,15 Jan 1999,106 min,"Comedy, Drama, Romance",Brian Robbins,W. Peter Iliff,"James Van Der Beek, Jon Voight, Paul Walker",A back-up quarterback is chosen to lead a Texas football team to victory after the star quarterback is injured.,English,United States,2 wins & 5 nominations total,https://m.media-amazon.com/images/M/MV5BYjIxMTU3M2MtMjg4MC00YWFkLTljMTItYjcxOTJlNDcxMjlmXkEyXkFqcGc@._V1_SX300.jpg,50,6.5,"51,402",tt0139699,movie,N/A,"$52,894,169",N/A,N/A,6.5/10,46%,50/100,,,,
False,Incorrect IMDb ID.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,,Virus,1999,R,15 Jan 1999,99 min,"Action, Horror, Sci-Fi",John Bruno,"Chuck Pfarrer, Dennis Feldman","Jamie Lee Curtis, Donald Sutherland, William Baldwin","After outrunning a typhoon at sea, a strong-willed tugboat navigator and her crew discover a high-tech alien life form that's taken control of a Russian research vessel and aims to destroy on a massive scale.","English, Russian","United Kingdom, France, Germany, Japan, United States",N/A,https://m.media-amazon.com/images/M/MV5BNDUzMGYzYjgtZWE2Ni00MjFmLWEyOGYtMmEzM2JjOGFiNjZmXkEyXkFqcGc@._V1_SX300.jpg,19,5.1,"31,158",tt0120458,movie,N/A,"$14,036,005",N/A,N/A,5.1/10,14%,19/100,,,,
True,,Virus,1995,TV-PG,08 May 1995,92 min,"Sci-Fi, Thriller",Armand Mastroianni,"Robin Cook, Roger Young","Nicollette Sheridan, William Devane, Stephen Caffrey","Who could have deliberately released a rare and deadly African plague that is now spreading uncontrollably throughout America's largest urban areas? A lone determined doctor desperately and fearlessly searches for the truth, but s...",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNDViMGFmZDItMzQ0Ny00ZjBiLWI3YjgtMDQwNDE5NzBhNmM5XkEyXkFqcGdeQXVyNzMzMjU5NDY@._V1_SX300.jpg,N/A,4.8,424,tt0114858,movie,26 Sep 2006,N/A,ACI,N/A,4.8/10,,,,,,
True,,Virus,1996,PG-13,10 Dec 1996,87 min,"Action, Thriller",Allan A. Goldstein,Les Standiford,"Brian Bosworth, Leah Pinsent, David Fox",A United States Presidential bodyguard risks everything to save the day when a truck chock full of biological weapons contrives to crash in a National Park.,English,Canada,N/A,https://m.media-amazon.com/images/M/MV5BMTYxMTIzMzQ1Nl5BMl5BanBnXkFtZTcwNzg2OTEyMQ@@._V1_SX300.jpg,N/A,3.1,705,tt0117716,movie,N/A,N/A,N/A,N/A,3.1/10,,,,,,
True,,Affliction,2015,N/A,10 May 2016,70 min,Documentary,Peter Casaer,Peter Casaer,N/A,"The Ebola outbreak in West Africa seen through the eyes of the local populations, village officials, aid workers, the sick and those who recovered. It is a story of fear and frustration, of stigma and disbelief, of grief but also ...",English,"Belgium, Guinea, Liberia, Sierra Leone",N/A,https://m.media-amazon.com/images/M/MV5BNTYxMGZiMzktODM0OS00ZTM4LWI5YzMtNmMwODNiZGU4OTVkXkEyXkFqcGdeQXVyMzQxNTg3Mjg@._V1_SX300.jpg,N/A,6.5,16,tt4766342,movie,N/A,N/A,N/A,N/A,6.5/10,,,,,,
True,,Wail Away,2012,TV-MA,N/A,92 min,Thriller,Mark Lipkin,"Jon Fabian, Mark Lipkin, Robert Naumoff","Amos Phillips, Peter Muir, Trevor Vaughan",Torsten's existence is torn apart when he inherits a diary from his euthanized grandfather and uncovers a horrific family's past.,English,Australia,N/A,https://m.media-amazon.com/images/M/MV5BMmY1NmQxOGUtNDk4Yi00YzliLWI3ZWQtZGVmZTBhNjllNmQ1XkEyXkFqcGdeQXVyMTg5MDA3NzM@._V1_SX300.jpg,N/A,2.9,14,tt2605302,movie,N/A,N/A,N/A,N/A,2.9/10,,,,,,
True,,Affliction,2021,N/A,28 May 2021,74 min,Drama,Charles A. Kennedy Jr.,Charles A. Kennedy Jr.,"Jillian Craighead, Sean-Vaughn, Amanda Foster","In the search for himself, a young Black writer stumbles upon a reality he chooses to ignore.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BOGVhM2JmYjYtNmQ0NS00ZDk1LTgyNTQtNjdiMDIzZDk2ZGQ1XkEyXkFqcGdeQXVyMjc0MzEzNDQ@._V1_SX300.jpg,N/A,N/A,16,tt8890142,movie,N/A,N/A,N/A,N/A,,,,,,,
True,,Affliction,1997,R,19 Feb 1999,114 min,"Drama, Mystery, Thriller",Paul Schrader,"Russell Banks, Paul Schrader","Nick Nolte, Brigid Tierney, Holmes Osborne",A deeply troubled small-town cop investigates a suspicious hunting death while other events jeopardize his sanity.,English,"United States, Canada, Japan",Won 1 Oscar. 8 wins & 19 nominations total,https://m.media-amazon.com/images/M/MV5BY2JlNDI0MTAtYWUyYy00ODgwLThlMTItY2NmOTMzMGE2OGQ3XkEyXkFqcGc@._V1_SX300.jpg,79,6.9,"21,133",tt0118564,movie,N/A,"$6,330,054",N/A,N/A,6.9/10,88%,79/100,,,,
True,,Affliction,2011,N/A,28 Jul 2011,15 min,"Short, Drama",Amir Masud,Amir Masud,"Abigail Culwell, John Charles Meyer, Norma Maldonado",A story about a mentally unbalanced girl that acquires superpowers and struggles between her need for the powers and the unintended harm they cause.,English,United States,N/A,N/A,N/A,N/A,N/A,tt1956417,movie,N/A,N/A,N/A,N/A,,,,,,,
True,,Affliction,1996,N/A,N/A,45 min,Documentary,Mark Hejnar,N/A,"GG Allin, Mike Diana, Full Force Frank","This 45 minute documentary by Mark Hejnar is a sort of Whitman's Sampler of sickness, chronicling such wildly diverse and extreme personalities as G.G. Allin, Mike Diana, Full Force Frank, GLOD, Annie Sprinkle, and others. This co...",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYTJjMzM0MjAtOWQzNy00YzhhLTkyNGItNGU5MjdiNjNmYWFhXkEyXkFqcGdeQXVyMjE5MjUwOTc@._V1_SX300.jpg,N/A,6.7,91,tt0292894,movie,N/A,N/A,N/A,N/A,6.7/10,,,,,,
True,,Hilary and Jackie,1998,R,05 Feb 1999,121 min,"Biography, Drama, Music",Anand Tucker,"Hilary du Pré, Piers du Pré, Frank Cottrell Boyce","Emily Watson, Rachel Griffiths, James Frain","The tragic story of world renowned classic cellist Jacqueline du Pré, as told from the point of view of her sister, flautist Hilary du Pré-Finzi.",English,United Kingdom,Nominated for 2 Oscars. 4 wins & 24 nominations total,https://m.media-amazon.com/images/M/MV5BNmIwYTJmOTUtNzA5MC00OThmLWIyNzktNWM1MmFkMjJkYTI3XkEyXkFqcGc@._V1_SX300.jpg,78,7.3,"11,019",tt0150915,movie,N/A,"$4,912,892",N/A,N/A,7.3/10,88%,78/100,,,,
True,,Stepmom,1998,PG-13,25 Dec 1998,125 min,"Comedy, Drama",Chris Columbus,"Gigi Levangie, Jessie Nelson, Steven Rogers","Julia Roberts, Susan Sarandon, Ed Harris","A terminally ill woman must deal with her ex-husband's new lover, who will be their children's stepmother.",English,United States,8 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BMDM0YTkzNTgtZGQ3Yy00MGFiLTk2NTQtODZkYWRjYzYwMGNlXkEyXkFqcGc@._V1_SX300.jpg,58,6.8,"77,395",tt0120686,movie,N/A,"$91,137,662",N/A,N/A,6.8/10,45%,58/100,,,,
True,,The Faculty,1998,R,25 Dec 1998,104 min,"Horror, Mystery, Sci-Fi",Robert Rodriguez,"David Wechter, Bruce Kimmel, Kevin Williamson","Jordana Brewster, Clea DuVall, Laura Harris","When Casey Connor, Herrington High School's newspaper photographer, witnesses the murder of a nurse and sees her alive again, he decides to investigate the bizarre happenings.",English,"United States, Mexico",11 nominations total,https://m.media-amazon.com/images/M/MV5BYWQ5Njk0MzUtZTliZC00ODgzLTlmZTEtZGY0NDgyMTM0NGJmXkEyXkFqcGc@._V1_SX300.jpg,61,6.6,"144,689",tt0133751,movie,N/A,"$40,283,321",N/A,N/A,6.6/10,58%,61/100,,,,
True,,Patch Adams,1998,PG-13,25 Dec 1998,115 min,"Biography, Comedy, Drama",Tom Shadyac,"Patch Adams, Maureen Mylander, Steve Oedekerk","Robin Williams, Daniel London, Monica Potter","The true story of the heroic Hunter ""Patch"" Adams who's determined to become a medical doctor because of his desire to help other people. He ventures where no doctor ever ventured before utilizing humor and pathos.",English,United States,Nominated for 1 Oscar. 1 win & 7 nominations total,https://m.media-amazon.com/images/M/MV5BYjEwMTJhMDktZDFjZi00MzQ5LTg0NWMtMDlhNmNiYWRkMDk1XkEyXkFqcGc@._V1_SX300.jpg,26,6.8,"127,126",tt0129290,movie,N/A,"$135,026,902",N/A,N/A,6.8/10,22%,26/100,,,,
True,,The Thin Red Line,1998,R,15 Jan 1999,170 min,"Drama, History, War",Terrence Malick,"James Jones, Terrence Malick","Jim Caviezel, Sean Penn, Nick Nolte","Adaptation of James Jones' autobiographical 1962 novel, focusing on the conflict at Guadalcanal during the second World War.","English, Tok Pisin, Japanese, Greek",United States,Nominated for 7 Oscars. 23 wins & 47 nominations total,https://m.media-amazon.com/images/M/MV5BMzQ5NmViMDUtMjI1NC00ZWJkLTkwNzctMmIxZWY2MzQyZDc2XkEyXkFqcGc@._V1_SX300.jpg,78,7.6,"209,437",tt0120863,movie,N/A,"$36,400,491",N/A,N/A,7.6/10,80%,78/100,,,,
True,,The Thin Red Line,1964,N/A,02 May 1964,99 min,"Drama, War",Andrew Marton,"James Jones, Bernard Gordon","Keir Dullea, Jack Warden, James Philbrook","In Guadalcanal during World War II, a private and his sergeant clash during the heat of battle with the Japanese.","English, Japanese",United States,N/A,https://m.media-amazon.com/images/M/MV5BMWRkMjhmNzctZmFmNC00MjQ1LTgxNmYtODkxZDYwZmM1MWZjXkEyXkFqcGdeQXVyMDM0NzcxMQ@@._V1_SX300.jpg,N/A,6.7,854,tt0058648,movie,N/A,N/A,N/A,N/A,6.7/10,77%,,,,,
True,,Curse of Jack Frost,2022,N/A,12 Sep 2022,80 min,Horror,Liana Failla,Craig McLearie,"Sarah T. Cohen, Nicola Wright, Richard Kovacs","A family is terrorized by a Christmas demon, Jack Frost, and must learn their family's dark secrets that link to why they are cursed. This Christmas, Jack will stop at nothing to exact his vengeance on those left in the bloodline.",N/A,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BMTNiYTY2YzUtODRlNy00OTA3LWIxZWYtYjljYTEyMzc3MGUxXkEyXkFqcGdeQXVyMjM4MTU4NjQ@._V1_SX300.jpg,N/A,3.1,431,tt16951524,movie,N/A,N/A,N/A,N/A,3.1/10,,,,,,
True,,Jack Frost,1934,Approved,24 Dec 1934,9 min,"Animation, Short, Family","Ub Iwerks, Shamus Culhane, Al Eugster","Otto Englander, Ben Hardaway, George Manuell",N/A,"A young grizzly bear, undaunted by his mother's warnings of the coming winter, runs away from home only to be confronted by Old Man Winter himself.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNjAzOWYxMzEtZjYxYi00NjY5LWIyYjYtNDJiMDFhY2ZhZWY2XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg,N/A,6.6,501,tt0025321,movie,N/A,N/A,N/A,N/A,6.6/10,,,,,,
True,,A Simple Plan,1998,R,22 Jan 1999,121 min,"Crime, Drama, Thriller",Sam Raimi,Scott B. Smith,"Bill Paxton, Billy Bob Thornton, Bridget Fonda","Two brothers and a friend, all blue-collar workers, come across millions of dollars in lost cash and make a plan to keep their find from the authorities, but it isn't long before complications and mistrust weave their way into the...",English,"United Kingdom, France, Germany, Japan, United States",Nominated for 2 Oscars. 16 wins & 24 nominations total,https://m.media-amazon.com/images/M/MV5BM2RiZGE0MGYtMmUxZS00NjZhLWJmNGEtMDNlN2RmMGFmOGJkXkEyXkFqcGc@._V1_SX300.jpg,81,7.5,"80,865",tt0120324,movie,N/A,"$16,316,273",N/A,N/A,7.5/10,91%,81/100,,,,
True,,Jack Frost,1997,R,18 Nov 1997,89 min,"Comedy, Fantasy, Horror",Michael Cooney,"Jeremy Paige (story), Michael Cooney (story), Michael Cooney","Scott MacDonald, Christopher Allport, Stephen Mendel, F. William Parker",After an accident that left murderer Jack Frost dead in genetic material the vengeful killer returns as a murderous snowman to exact his revenge on the man who sent him to be executed,English,"USA, UK",N/A,https://m.media-amazon.com/images/M/MV5BYjE4ZDAxNmItODBjMy00YjVlLTkwMDMtZjYxZWY0YmI4ZDczXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,4.6,"8,410",tt0116671,movie,N/A,N/A,N/A,N/A,4.6/10,16%,,,,,
True,,Shakespeare in Love,1998,R,08 Jan 1999,123 min,"Comedy, Drama, History",John Madden,"Marc Norman, Tom Stoppard","Gwyneth Paltrow, Joseph Fiennes, Geoffrey Rush","History's greatest playwright is young, out of ideas and short of cash, but meets his ideal woman and is inspired to write one of his most famous plays.",English,"United Kingdom, United States",Won 7 Oscars. 65 wins & 87 nominations total,https://m.media-amazon.com/images/M/MV5BYmM3MTllNzYtN2MzNS00NWQwLTk0NTEtNjY1MmMwYjNkNTE5XkEyXkFqcGc@._V1_SX300.jpg,87,7.1,"240,389",tt0138097,movie,N/A,"$100,317,794",N/A,N/A,7.1/10,92%,87/100,,,,
True,,Star Trek: Insurrection,1998,PG,11 Dec 1998,103 min,"Action, Adventure, Sci-Fi",Jonathan Frakes,"Gene Roddenberry, Rick Berman, Michael Piller","Patrick Stewart, Jonathan Frakes, Brent Spiner","When the crew of the Enterprise learn of a Federation conspiracy against the inhabitants of a unique planet, Captain Picard begins an open rebellion.",English,United States,3 wins & 8 nominations total,https://m.media-amazon.com/images/M/MV5BNTQwZDg2NGQtNjEwNS00ZWVhLWE0YTEtYjhkZWM0NjdkOWIzXkEyXkFqcGc@._V1_SX300.jpg,64,6.4,"81,912",tt0120844,movie,N/A,"$70,187,658",N/A,N/A,6.4/10,54%,64/100,,,,
True,,Jack Frost,1998,PG,11 Dec 1998,101 min,"Comedy, Drama, Family",Troy Miller,"Mark Steven Johnson, Steve Bloom, Jonathan Roberts","Michael Keaton, Kelly Preston, Joseph Cross","A father who can't keep his promises is killed in a car accident. One year later, he returns as a snowman who has the final chance to put things right with his son before he is gone forever.",English,United States,1 nomination total,https://m.media-amazon.com/images/M/MV5BY2U2MmNkZjAtNTVmOS00MzViLTgzNjUtZmQ0NTE5MWU3NjI4XkEyXkFqcGc@._V1_SX300.jpg,40,5.4,"43,250",tt0141109,movie,N/A,"$34,562,556",N/A,N/A,5.4/10,19%,40/100,,,,
True,,Jack Frost,1979,TV-G,13 Dec 1979,48 min,"Animation, Adventure, Comedy","Jules Bass, Arthur Rankin Jr.",Romeo Muller,"Buddy Hackett, Robert Morse, Paul Frees","The Groundhog tells the story of how, for once, Jack Frost became human, and helped a knight win his lady love.",English,"United States, Japan",N/A,https://m.media-amazon.com/images/M/MV5BMDQ5ZjQxZGItN2U5MS00NTQ0LWFiNjYtMzdlZGNkOGU0YmFkXkEyXkFqcGc@._V1_SX300.jpg,N/A,6.9,"4,593",tt0079357,movie,N/A,N/A,N/A,N/A,6.9/10,67%,,,,,
True,,Psycho,1960,R,08 Sep 1960,109 min,"Drama, Horror, Mystery",Alfred Hitchcock,"Joseph Stefano, Robert Bloch","Anthony Perkins, Janet Leigh, Vera Miles",A secretary on the run for embezzlement takes refuge at a secluded California motel owned by a repressed man and his overbearing mother.,English,United States,Nominated for 4 Oscars. 8 wins & 14 nominations total,https://m.media-amazon.com/images/M/MV5BYjZhMzFiZjItODA3ZC00MmRhLWIzMGYtMmVjOWUwYTA3MTRjXkEyXkFqcGc@._V1_SX300.jpg,97,8.5,"765,542",tt0054215,movie,N/A,"$32,181,230",N/A,N/A,8.5/10,97%,97/100,,,,
True,,Psycho,1998,R,04 Dec 1998,105 min,"Horror, Mystery, Thriller",Gus Van Sant,"Robert Bloch, Joseph Stefano","Vince Vaughn, Anne Heche, Julianne Moore","In Gus Van Sant's remake of Alfred Hitchcock's classic, young female bank employee Marion Crane steals money from her boss in Phoenix, flees town, and arrives at Fairvale, California's rundown Bates Motel, which has secrets of its...",English,United States,4 wins & 6 nominations total,https://m.media-amazon.com/images/M/MV5BZDlhYjllMzMtZDA3Ni00NmRmLWFkOTgtNjk4OGQ5YzNlMzRhXkEyXkFqcGc@._V1_SX300.jpg,47,4.6,"51,842",tt0155975,movie,N/A,"$21,485,655",N/A,N/A,4.6/10,40%,47/100,,,,
True,,Babe: Pig in the City,1998,PG,25 Nov 1998,97 min,"Adventure, Comedy, Drama",George Miller,"George Miller, Judy Morris, Mark Lamprell","Magda Szubanski, Elizabeth Daily, Mickey Rooney","Babe, fresh from his victory in the sheepherding contest, returns to Farmer Hoggett's farm, but after Farmer Hoggett is injured and unable to work, Babe has to go to the big city to save the farm.",English,"Australia, United States",Nominated for 1 Oscar. 1 win & 17 nominations total,https://m.media-amazon.com/images/M/MV5BOWY0NzY1NTgtODRhMC00MWM5LTk1OGMtNGNlNTBhY2RhOTg3XkEyXkFqcGc@._V1_SX300.jpg,68,5.8,"37,060",tt0120595,movie,N/A,"$18,319,860",N/A,N/A,5.8/10,67%,68/100,,,,
True,,Home Fries,1998,PG-13,25 Nov 1998,91 min,"Comedy, Drama, Romance",Dean Parisot,Vince Gilligan,"Drew Barrymore, Luke Wilson, Catherine O'Hara",Pregnant Sally unknowingly falls for the stepson of the deceased father of her baby and has to deal with his homicidal family.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BOTA1MjVkNDEtOGNjNS00NDE0LTg1NTQtNWZjODYxYWEzNzliXkEyXkFqcGc@._V1_SX300.jpg,45,5.1,"9,058",tt0119304,movie,N/A,"$10,493,366",N/A,N/A,5.1/10,29%,45/100,,,,
True,,Very Bad Things,1998,R,25 Nov 1998,100 min,"Comedy, Crime, Thriller",Peter Berg,Peter Berg,"Christian Slater, Daniel Stern, Cameron Diaz",A prostitute is killed during a bachelor party and the attendees turn on each other as the wedding approaches.,English,United States,2 wins & 3 nominations total,https://m.media-amazon.com/images/M/MV5BZWQ2YzU0ODItNGRiNC00MmVlLTg5MGMtMmNlNDgyY2M1NGVjXkEyXkFqcGc@._V1_SX300.jpg,33,6.3,"50,332",tt0124198,movie,N/A,"$9,898,412",N/A,N/A,6.3/10,40%,33/100,,,,
True,,Celebrity,1998,R,20 Nov 1998,113 min,"Comedy, Drama",Woody Allen,Woody Allen,"Kenneth Branagh, Judy Davis, Leonardo DiCaprio",The fortunes of a husband and wife differ drastically after they divorce.,English,United States,1 win & 4 nominations total,https://m.media-amazon.com/images/M/MV5BMTIyZjBlZWMtMWYyNS00Yjc1LWE1NjktMGZlNzdjZTdjYWQwXkEyXkFqcGc@._V1_SX300.jpg,42,6.3,"28,951",tt0120533,movie,N/A,"$5,078,660",N/A,N/A,6.3/10,43%,42/100,,,,
True,,Celebrity,1928,Passed,07 Oct 1928,65 min,"Drama, Romance, Sport",Tay Garnett,"Willard Keefe, Tay Garnett, Elliott J. Clawson","Robert Armstrong, Clyde Cook, Lina Basquette",N/A,"None, English",United States,N/A,https://m.media-amazon.com/images/M/MV5BYzBjMDRiYjctMmE1YS00ZjQ1LTkxYjQtYTliNzgzYTA4ZjNhXkEyXkFqcGdeQXVyMDU0Mzg3Nw@@._V1_SX300.jpg,N/A,7.6,16,tt0018753,movie,N/A,N/A,N/A,N/A,7.6/10,,,,,,
True,,The Rugrats Movie,1998,G,20 Nov 1998,79 min,"Animation, Adventure, Comedy","Igor Kovalyov, Norton Virgien","David N. Weiss, J. David Stem, Arlene Klasky","Elizabeth Daily, Christine Cavanaugh, Kath Soucie",The babies gets lost in the forest after Tommy Pickles gets a new baby brother.,English,"United States, United Kingdom, South Korea",2 wins & 6 nominations total,https://m.media-amazon.com/images/M/MV5BMjc4ZWRmZjctNTQ2OC00Y2YyLTlhYzYtOWY2MDUxMGU2MzY0XkEyXkFqcGc@._V1_SX300.jpg,62,5.9,"21,435",tt0134067,movie,N/A,"$100,494,675",N/A,N/A,5.9/10,60%,62/100,,,,
True,,Meet Joe Black,1998,PG-13,13 Nov 1998,178 min,"Drama, Fantasy, Romance",Martin Brest,"Ron Osborn, Jeff Reno, Kevin Wade","Brad Pitt, Anthony Hopkins, Claire Forlani","Death, who takes the form of a young man killed in an accident, asks a media mogul to act as his guide to teach him about life on Earth and, in the process, he falls in love with the mogul's daughter.","English, Dutch",United States,3 wins & 6 nominations total,https://m.media-amazon.com/images/M/MV5BMjVjNjAwYWItMDc0ZC00MTEwLWJiN2MtM2U4YThjNWE5YTZmXkEyXkFqcGc@._V1_SX300.jpg,43,7.2,"290,273",tt0119643,movie,N/A,"$44,619,100",N/A,N/A,7.2/10,48%,43/100,,,,
True,,The Siege,2007,N/A,08 Jun 2007,80 min,Documentary,"Bentley Dean, Elise West",N/A,"Morihisa Aoki, Nestor Cerpa Jr., Alberto Fujimori",N/A,English,Australia,N/A,https://m.media-amazon.com/images/M/MV5BYjdlODg1NjUtMTcxOS00MGFhLTljNDQtOTYyZGNiZWI2NmJjXkEyXkFqcGc@._V1_SX300.jpg,N/A,N/A,N/A,tt5424992,movie,N/A,N/A,N/A,N/A,,,,,,,
True,,The Siege,2023,R,14 Mar 2023,87 min,"Action, Drama",Brad Watson,"Tom Paton, Nicole Bartlett","Daniel Stisen, Lauren Okadigbo, Yennis Cheung","Walker is compromised and sent to a Reassignment Center, where he falls in with Elda and Juliet to survive.",English,"United Kingdom, United States",N/A,https://m.media-amazon.com/images/M/MV5BZDE4YjBlNTgtZTY1Mi00OTMxLWJjYjUtZGMyZTRmN2JiMzYwXkEyXkFqcGc@._V1_SX300.jpg,N/A,3.5,"1,006",tt16916320,movie,N/A,N/A,N/A,N/A,3.5/10,,,,,,
True,,The Siege,1998,R,06 Nov 1998,116 min,"Action, Thriller",Edward Zwick,"Lawrence Wright, Menno Meyjes, Edward Zwick","Denzel Washington, Bruce Willis, Annette Bening","The secret U.S. abduction of a suspected terrorist leads to a wave of terrorist attacks in New York City, which leads to the declaration of martial-law.","English, Arabic, Spanish",United States,2 wins & 4 nominations total,https://m.media-amazon.com/images/M/MV5BNjY4YmMyMzYtM2M4YS00YzQ2LTg5OWUtZjc4YmQ4NGE0ZGViXkEyXkFqcGc@._V1_SX300.jpg,53,6.4,"81,824",tt0133952,movie,N/A,"$40,981,289",N/A,N/A,6.4/10,44%,53/100,,,,
True,,Elizabeth,1998,R,19 Feb 1999,124 min,"Biography, Drama, History",Shekhar Kapur,Michael Hirst,"Cate Blanchett, Liz Giles, Rod Culbertson",The early years of the reign of Elizabeth I of England and her difficult task of learning what is necessary to be a monarch.,"English, French, Turkish","United Kingdom, United States",Won 1 Oscar. 35 wins & 56 nominations total,https://m.media-amazon.com/images/M/MV5BNWRjZjJjNDUtOTgzMi00YjBlLTg5ODQtMjQxOTAyMzM2ZWJiXkEyXkFqcGc@._V1_SX300.jpg,75,7.4,"108,734",tt0127536,movie,N/A,"$30,082,699",N/A,N/A,7.4/10,83%,75/100,,,,
True,,Belly,2011,N/A,01 Nov 2011,8 min,"Animation, Short, Adventure",Julia Pott,Julia Pott,"Robert Blythe, Cornelius Clarke, Olivia Gurney Randall","Oscar is coming of age, against his better judgment. In doing so he must experience the necessary evil of leaving something behind, but he can still feel it in the pit of his stomach.",English,United Kingdom,3 wins & 6 nominations,https://m.media-amazon.com/images/M/MV5BMDc1MjI4YTUtNjAyYi00NmQzLTljMTAtMTYzOGMwMDhkYWRkXkEyXkFqcGdeQXVyMTY2ODU5MQ@@._V1_SX300.jpg,N/A,6.5,146,tt2023406,movie,N/A,N/A,N/A,N/A,6.5/10,,,,,,
True,,Belly,1998,R,04 Nov 1998,96 min,"Crime, Drama",Hype Williams,"Anthony Bodden, Nas, Hype Williams","Nas, DMX, Taral Hicks",Two young friends involved in organized crime and drug dealing find that their priorities differ.,English,United States,1 nomination total,https://m.media-amazon.com/images/M/MV5BMzVjYjVlYWEtYzg5Ny00NGI1LTgyYmMtOTU4YWM5ZDgxMjE5XkEyXkFqcGc@._V1_SX300.jpg,36,6.2,"13,250",tt0158493,movie,N/A,"$9,639,390",N/A,N/A,6.2/10,23%,36/100,,,,
True,,Vampires,1986,N/A,01 Jan 1986,80 min,Horror,Len Anthony,"Len Anthony, James Harrigan","Duane Jones, Jackie James, John Bly",The students at a private art school are unaware that the school's headmistress is secretly using a machine to extract the life energy from young girls there.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYTE2Y2U1MTItNWZjMS00NDVmLTlmM2YtM2YyNjU2NWU4OTk4XkEyXkFqcGc@._V1_SX300.jpg,N/A,4.8,84,tt0178965,movie,N/A,N/A,N/A,N/A,4.8/10,,,,,,
False,Incorrect IMDb ID.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
